"Notes"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Fetal blood loss before birth"	"778.0"	"1972"	"1972"	2	209237411	0.0 (Unreliable)
	"Fetal blood loss before birth"	"778.0"	"1973"	"1973"	1	211361965	0.0 (Unreliable)
	"Fetal blood loss before birth"	"778.0"	"1974"	"1974"	3	213436958	0.0 (Unreliable)
	"Fetal blood loss before birth"	"778.0"	"1975"	"1975"	5	215457198	0.0 (Unreliable)
	"Fetal blood loss before birth"	"778.0"	"1976"	"1976"	5	217615788	0.0 (Unreliable)
	"Fetal blood loss before birth"	"778.0"	"1977"	"1977"	6	219808632	0.0 (Unreliable)
	"Fetal blood loss before birth"	"778.0"	"1978"	"1978"	9	222102279	0.0 (Unreliable)
"Total"	"Fetal blood loss before birth"	"778.0"			36	2320363006	0.0
	"Postmaturity"	"778.1"	"1968"	"1968"	4	199533564	0.0 (Unreliable)
	"Postmaturity"	"778.1"	"1969"	"1969"	4	201568206	0.0 (Unreliable)
	"Postmaturity"	"778.1"	"1970"	"1970"	3	203458035	0.0 (Unreliable)
	"Postmaturity"	"778.1"	"1971"	"1971"	4	206782970	0.0 (Unreliable)
	"Postmaturity"	"778.1"	"1972"	"1972"	4	209237411	0.0 (Unreliable)
	"Postmaturity"	"778.1"	"1973"	"1973"	1	211361965	0.0 (Unreliable)
	"Postmaturity"	"778.1"	"1974"	"1974"	6	213436958	0.0 (Unreliable)
	"Postmaturity"	"778.1"	"1975"	"1975"	3	215457198	0.0 (Unreliable)
	"Postmaturity"	"778.1"	"1976"	"1976"	1	217615788	0.0 (Unreliable)
	"Postmaturity"	"778.1"	"1977"	"1977"	1	219808632	0.0 (Unreliable)
	"Postmaturity"	"778.1"	"1978"	"1978"	1	222102279	0.0 (Unreliable)
"Total"	"Postmaturity"	"778.1"			32	2320363006	0.0
	"Hemorrhagic disease of newborn"	"778.2"	"1968"	"1968"	439	199533564	0.2
	"Hemorrhagic disease of newborn"	"778.2"	"1969"	"1969"	433	201568206	0.2
	"Hemorrhagic disease of newborn"	"778.2"	"1970"	"1970"	492	203458035	0.2
	"Hemorrhagic disease of newborn"	"778.2"	"1971"	"1971"	402	206782970	0.2
	"Hemorrhagic disease of newborn"	"778.2"	"1972"	"1972"	448	209237411	0.2
	"Hemorrhagic disease of newborn"	"778.2"	"1973"	"1973"	454	211361965	0.2
	"Hemorrhagic disease of newborn"	"778.2"	"1974"	"1974"	588	213436958	0.3
	"Hemorrhagic disease of newborn"	"778.2"	"1975"	"1975"	639	215457198	0.3
	"Hemorrhagic disease of newborn"	"778.2"	"1976"	"1976"	644	217615788	0.3
	"Hemorrhagic disease of newborn"	"778.2"	"1977"	"1977"	569	219808632	0.3
	"Hemorrhagic disease of newborn"	"778.2"	"1978"	"1978"	489	222102279	0.2
"Total"	"Hemorrhagic disease of newborn"	"778.2"			5597	2320363006	0.2
	"Cold injury syndrome"	"778.3"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Cold injury syndrome"	"778.3"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Cold injury syndrome"	"778.3"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Cold injury syndrome"	"778.3"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Cold injury syndrome"	"778.3"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Cold injury syndrome"	"778.3"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Cold injury syndrome"	"778.3"	"1974"	"1974"	1	213436958	0.0 (Unreliable)
	"Cold injury syndrome"	"778.3"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Cold injury syndrome"	"778.3"	"1976"	"1976"	1	217615788	0.0 (Unreliable)
	"Cold injury syndrome"	"778.3"	"1977"	"1977"	2	219808632	0.0 (Unreliable)
	"Cold injury syndrome"	"778.3"	"1978"	"1978"	2	222102279	0.0 (Unreliable)
"Total"	"Cold injury syndrome"	"778.3"			6	2320363006	0.0 (Unreliable)
	"Other"	"778.9"	"1968"	"1968"	1297	199533564	0.7
	"Other"	"778.9"	"1969"	"1969"	1669	201568206	0.8
	"Other"	"778.9"	"1970"	"1970"	1718	203458035	0.8
	"Other"	"778.9"	"1971"	"1971"	1592	206782970	0.8
	"Other"	"778.9"	"1972"	"1972"	1622	209237411	0.8
	"Other"	"778.9"	"1973"	"1973"	1622	211361965	0.8
	"Other"	"778.9"	"1974"	"1974"	1729	213436958	0.8
	"Other"	"778.9"	"1975"	"1975"	1874	215457198	0.9
	"Other"	"778.9"	"1976"	"1976"	1934	217615788	0.9
	"Other"	"778.9"	"1977"	"1977"	2010	219808632	0.9
	"Other"	"778.9"	"1978"	"1978"	2083	222102279	0.9
"Total"	"Other"	"778.9"			19150	2320363006	0.8
	"Coma and stupor"	"780.0"	"1968"	"1968"	22	199533564	0.0
	"Coma and stupor"	"780.0"	"1969"	"1969"	24	201568206	0.0
	"Coma and stupor"	"780.0"	"1970"	"1970"	26	203458035	0.0
	"Coma and stupor"	"780.0"	"1971"	"1971"	14	206782970	0.0 (Unreliable)
	"Coma and stupor"	"780.0"	"1972"	"1972"	28	209237411	0.0
	"Coma and stupor"	"780.0"	"1973"	"1973"	25	211361965	0.0
	"Coma and stupor"	"780.0"	"1974"	"1974"	30	213436958	0.0
	"Coma and stupor"	"780.0"	"1975"	"1975"	32	215457198	0.0
	"Coma and stupor"	"780.0"	"1976"	"1976"	19	217615788	0.0 (Unreliable)
	"Coma and stupor"	"780.0"	"1977"	"1977"	21	219808632	0.0
	"Coma and stupor"	"780.0"	"1978"	"1978"	26	222102279	0.0
"Total"	"Coma and stupor"	"780.0"			267	2320363006	0.0
	"Delirium"	"780.1"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Delirium"	"780.1"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Delirium"	"780.1"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Delirium"	"780.1"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Delirium"	"780.1"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Delirium"	"780.1"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Delirium"	"780.1"	"1974"	"1974"	1	213436958	0.0 (Unreliable)
	"Delirium"	"780.1"	"1975"	"1975"	1	215457198	0.0 (Unreliable)
	"Delirium"	"780.1"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Delirium"	"780.1"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Delirium"	"780.1"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Delirium"	"780.1"			2	2320363006	0.0 (Unreliable)
	"Convulsions"	"780.2"	"1968"	"1968"	124	199533564	0.1
	"Convulsions"	"780.2"	"1969"	"1969"	100	201568206	0.0
	"Convulsions"	"780.2"	"1970"	"1970"	114	203458035	0.1
	"Convulsions"	"780.2"	"1971"	"1971"	104	206782970	0.1
	"Convulsions"	"780.2"	"1972"	"1972"	142	209237411	0.1
	"Convulsions"	"780.2"	"1973"	"1973"	144	211361965	0.1
	"Convulsions"	"780.2"	"1974"	"1974"	183	213436958	0.1
	"Convulsions"	"780.2"	"1975"	"1975"	196	215457198	0.1
	"Convulsions"	"780.2"	"1976"	"1976"	263	217615788	0.1
	"Convulsions"	"780.2"	"1977"	"1977"	275	219808632	0.1
	"Convulsions"	"780.2"	"1978"	"1978"	338	222102279	0.2
"Total"	"Convulsions"	"780.2"			1983	2320363006	0.1
	"Abnormal involuntary movement"	"780.3"	"1968"	"1968"	2	199533564	0.0 (Unreliable)
	"Abnormal involuntary movement"	"780.3"	"1969"	"1969"	3	201568206	0.0 (Unreliable)
	"Abnormal involuntary movement"	"780.3"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Abnormal involuntary movement"	"780.3"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Abnormal involuntary movement"	"780.3"	"1972"	"1972"	2	209237411	0.0 (Unreliable)
	"Abnormal involuntary movement"	"780.3"	"1973"	"1973"	1	211361965	0.0 (Unreliable)
	"Abnormal involuntary movement"	"780.3"	"1974"	"1974"	2	213436958	0.0 (Unreliable)
	"Abnormal involuntary movement"	"780.3"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Abnormal involuntary movement"	"780.3"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Abnormal involuntary movement"	"780.3"	"1977"	"1977"	2	219808632	0.0 (Unreliable)
	"Abnormal involuntary movement"	"780.3"	"1978"	"1978"	1	222102279	0.0 (Unreliable)
"Total"	"Abnormal involuntary movement"	"780.3"			13	2320363006	0.0 (Unreliable)
	"Disturbance of coordination"	"780.4"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Disturbance of coordination"	"780.4"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Disturbance of coordination"	"780.4"	"1970"	"1970"	1	203458035	0.0 (Unreliable)
	"Disturbance of coordination"	"780.4"	"1971"	"1971"	2	206782970	0.0 (Unreliable)
	"Disturbance of coordination"	"780.4"	"1972"	"1972"	2	209237411	0.0 (Unreliable)
	"Disturbance of coordination"	"780.4"	"1973"	"1973"	1	211361965	0.0 (Unreliable)
	"Disturbance of coordination"	"780.4"	"1974"	"1974"	1	213436958	0.0 (Unreliable)
	"Disturbance of coordination"	"780.4"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Disturbance of coordination"	"780.4"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Disturbance of coordination"	"780.4"	"1977"	"1977"	1	219808632	0.0 (Unreliable)
	"Disturbance of coordination"	"780.4"	"1978"	"1978"	2	222102279	0.0 (Unreliable)
"Total"	"Disturbance of coordination"	"780.4"			10	2320363006	0.0 (Unreliable)
	"Vertigo"	"780.5"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Vertigo"	"780.5"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Vertigo"	"780.5"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Vertigo"	"780.5"	"1971"	"1971"	1	206782970	0.0 (Unreliable)
	"Vertigo"	"780.5"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Vertigo"	"780.5"	"1973"	"1973"	1	211361965	0.0 (Unreliable)
	"Vertigo"	"780.5"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Vertigo"	"780.5"	"1975"	"1975"	1	215457198	0.0 (Unreliable)
	"Vertigo"	"780.5"	"1976"	"1976"	1	217615788	0.0 (Unreliable)
	"Vertigo"	"780.5"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Vertigo"	"780.5"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Vertigo"	"780.5"			4	2320363006	0.0 (Unreliable)
	"Disturbance of sleep"	"780.6"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Disturbance of sleep"	"780.6"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Disturbance of sleep"	"780.6"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Disturbance of sleep"	"780.6"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Disturbance of sleep"	"780.6"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Disturbance of sleep"	"780.6"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Disturbance of sleep"	"780.6"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Disturbance of sleep"	"780.6"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Disturbance of sleep"	"780.6"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Disturbance of sleep"	"780.6"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Disturbance of sleep"	"780.6"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Disturbance of sleep"	"780.6"			0	2320363006	0.0 (Unreliable)
	"Disturbance of memory"	"780.7"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Disturbance of memory"	"780.7"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Disturbance of memory"	"780.7"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Disturbance of memory"	"780.7"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Disturbance of memory"	"780.7"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Disturbance of memory"	"780.7"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Disturbance of memory"	"780.7"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Disturbance of memory"	"780.7"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Disturbance of memory"	"780.7"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Disturbance of memory"	"780.7"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Disturbance of memory"	"780.7"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Disturbance of memory"	"780.7"			0	2320363006	0.0 (Unreliable)
	"Meningismus"	"780.8"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Meningismus"	"780.8"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Meningismus"	"780.8"	"1970"	"1970"	1	203458035	0.0 (Unreliable)
	"Meningismus"	"780.8"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Meningismus"	"780.8"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Meningismus"	"780.8"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Meningismus"	"780.8"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Meningismus"	"780.8"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Meningismus"	"780.8"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Meningismus"	"780.8"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Meningismus"	"780.8"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Meningismus"	"780.8"			1	2320363006	0.0 (Unreliable)
	"Disturbance of vision except defective sight"	"781.0"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Disturbance of vision except defective sight"	"781.0"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Disturbance of vision except defective sight"	"781.0"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Disturbance of vision except defective sight"	"781.0"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Disturbance of vision except defective sight"	"781.0"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Disturbance of vision except defective sight"	"781.0"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Disturbance of vision except defective sight"	"781.0"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Disturbance of vision except defective sight"	"781.0"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Disturbance of vision except defective sight"	"781.0"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Disturbance of vision except defective sight"	"781.0"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Disturbance of vision except defective sight"	"781.0"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Disturbance of vision except defective sight"	"781.0"			0	2320363006	0.0 (Unreliable)
	"Oculomotor disturbance"	"781.1"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Oculomotor disturbance"	"781.1"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Oculomotor disturbance"	"781.1"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Oculomotor disturbance"	"781.1"	"1971"	"1971"	1	206782970	0.0 (Unreliable)
	"Oculomotor disturbance"	"781.1"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Oculomotor disturbance"	"781.1"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Oculomotor disturbance"	"781.1"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Oculomotor disturbance"	"781.1"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Oculomotor disturbance"	"781.1"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Oculomotor disturbance"	"781.1"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Oculomotor disturbance"	"781.1"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Oculomotor disturbance"	"781.1"			1	2320363006	0.0 (Unreliable)
	"Photophobia"	"781.2"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Photophobia"	"781.2"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Photophobia"	"781.2"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Photophobia"	"781.2"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Photophobia"	"781.2"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Photophobia"	"781.2"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Photophobia"	"781.2"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Photophobia"	"781.2"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Photophobia"	"781.2"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Photophobia"	"781.2"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Photophobia"	"781.2"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Photophobia"	"781.2"			0	2320363006	0.0 (Unreliable)
	"Disturbance of hearing except deafness"	"781.3"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Disturbance of hearing except deafness"	"781.3"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Disturbance of hearing except deafness"	"781.3"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Disturbance of hearing except deafness"	"781.3"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Disturbance of hearing except deafness"	"781.3"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Disturbance of hearing except deafness"	"781.3"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Disturbance of hearing except deafness"	"781.3"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Disturbance of hearing except deafness"	"781.3"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Disturbance of hearing except deafness"	"781.3"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Disturbance of hearing except deafness"	"781.3"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Disturbance of hearing except deafness"	"781.3"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Disturbance of hearing except deafness"	"781.3"			0	2320363006	0.0 (Unreliable)
	"Disturbance of cranial nerves except optic, oculomotor, and auditory"	"781.4"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Disturbance of cranial nerves except optic, oculomotor, and auditory"	"781.4"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Disturbance of cranial nerves except optic, oculomotor, and auditory"	"781.4"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Disturbance of cranial nerves except optic, oculomotor, and auditory"	"781.4"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Disturbance of cranial nerves except optic, oculomotor, and auditory"	"781.4"	"1972"	"1972"	2	209237411	0.0 (Unreliable)
	"Disturbance of cranial nerves except optic, oculomotor, and auditory"	"781.4"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Disturbance of cranial nerves except optic, oculomotor, and auditory"	"781.4"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Disturbance of cranial nerves except optic, oculomotor, and auditory"	"781.4"	"1975"	"1975"	1	215457198	0.0 (Unreliable)
	"Disturbance of cranial nerves except optic, oculomotor, and auditory"	"781.4"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Disturbance of cranial nerves except optic, oculomotor, and auditory"	"781.4"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Disturbance of cranial nerves except optic, oculomotor, and auditory"	"781.4"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Disturbance of cranial nerves except optic, oculomotor, and auditory"	"781.4"			3	2320363006	0.0 (Unreliable)
	"Disturbance of speech"	"781.5"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Disturbance of speech"	"781.5"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Disturbance of speech"	"781.5"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Disturbance of speech"	"781.5"	"1971"	"1971"	1	206782970	0.0 (Unreliable)
	"Disturbance of speech"	"781.5"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Disturbance of speech"	"781.5"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Disturbance of speech"	"781.5"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Disturbance of speech"	"781.5"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Disturbance of speech"	"781.5"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Disturbance of speech"	"781.5"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Disturbance of speech"	"781.5"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Disturbance of speech"	"781.5"			1	2320363006	0.0 (Unreliable)
	"Other disturbance of sensation"	"781.6"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Other disturbance of sensation"	"781.6"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Other disturbance of sensation"	"781.6"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Other disturbance of sensation"	"781.6"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Other disturbance of sensation"	"781.6"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Other disturbance of sensation"	"781.6"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Other disturbance of sensation"	"781.6"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Other disturbance of sensation"	"781.6"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Other disturbance of sensation"	"781.6"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Other disturbance of sensation"	"781.6"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Other disturbance of sensation"	"781.6"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Other disturbance of sensation"	"781.6"			0	2320363006	0.0 (Unreliable)
	"Encephalopathy"	"781.7"	"1968"	"1968"	56	199533564	0.0
	"Encephalopathy"	"781.7"	"1969"	"1969"	69	201568206	0.0
	"Encephalopathy"	"781.7"	"1970"	"1970"	59	203458035	0.0
	"Encephalopathy"	"781.7"	"1971"	"1971"	71	206782970	0.0
	"Encephalopathy"	"781.7"	"1972"	"1972"	78	209237411	0.0
	"Encephalopathy"	"781.7"	"1973"	"1973"	58	211361965	0.0
	"Encephalopathy"	"781.7"	"1974"	"1974"	66	213436958	0.0
	"Encephalopathy"	"781.7"	"1975"	"1975"	74	215457198	0.0
	"Encephalopathy"	"781.7"	"1976"	"1976"	53	217615788	0.0
	"Encephalopathy"	"781.7"	"1977"	"1977"	53	219808632	0.0
	"Encephalopathy"	"781.7"	"1978"	"1978"	51	222102279	0.0
"Total"	"Encephalopathy"	"781.7"			688	2320363006	0.0
	"Hallucinations"	"781.8"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Hallucinations"	"781.8"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Hallucinations"	"781.8"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Hallucinations"	"781.8"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Hallucinations"	"781.8"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Hallucinations"	"781.8"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Hallucinations"	"781.8"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Hallucinations"	"781.8"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Hallucinations"	"781.8"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Hallucinations"	"781.8"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Hallucinations"	"781.8"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Hallucinations"	"781.8"			0	2320363006	0.0 (Unreliable)
	"Precordial pain"	"782.0"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Precordial pain"	"782.0"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Precordial pain"	"782.0"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Precordial pain"	"782.0"	"1971"	"1971"	1	206782970	0.0 (Unreliable)
	"Precordial pain"	"782.0"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Precordial pain"	"782.0"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Precordial pain"	"782.0"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Precordial pain"	"782.0"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Precordial pain"	"782.0"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Precordial pain"	"782.0"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Precordial pain"	"782.0"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Precordial pain"	"782.0"			1	2320363006	0.0 (Unreliable)
	"Palpitation"	"782.1"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Palpitation"	"782.1"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Palpitation"	"782.1"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Palpitation"	"782.1"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Palpitation"	"782.1"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Palpitation"	"782.1"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Palpitation"	"782.1"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Palpitation"	"782.1"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Palpitation"	"782.1"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Palpitation"	"782.1"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Palpitation"	"782.1"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Palpitation"	"782.1"			0	2320363006	0.0 (Unreliable)
	"Tachycardia"	"782.2"	"1968"	"1968"	1	199533564	0.0 (Unreliable)
	"Tachycardia"	"782.2"	"1969"	"1969"	2	201568206	0.0 (Unreliable)
	"Tachycardia"	"782.2"	"1970"	"1970"	3	203458035	0.0 (Unreliable)
	"Tachycardia"	"782.2"	"1971"	"1971"	5	206782970	0.0 (Unreliable)
	"Tachycardia"	"782.2"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Tachycardia"	"782.2"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Tachycardia"	"782.2"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Tachycardia"	"782.2"	"1975"	"1975"	3	215457198	0.0 (Unreliable)
	"Tachycardia"	"782.2"	"1976"	"1976"	1	217615788	0.0 (Unreliable)
	"Tachycardia"	"782.2"	"1977"	"1977"	2	219808632	0.0 (Unreliable)
